Id	Key	Text
20114042	PartnerSkillUpTimesMoreThanCanUpTimes	The level-up selected exceeds the available level-up attempts
20114043	PartnerRenameBanned	20114043 Companion rename forbidden
20114044	PartnerIsNullCanNotWearSkill	20114045 No companion to assign skills
20114045	PartnerCanNotSetWhenCharacterIsNull	20114046 No character to set as companion
20114046	PartnerIsNotCarrySkills	20114047 Companion has no configured skills
20115001	SimulatedCombatActivityNotOpen	20115001 Event is not available yet
20115002	SimulatedCombatActivityEnd	20115002 Event is over
20115003	SimulatedCombatCanNotFindStarRewardConfig	20115003 Rank reward configuration not found
20115004	SimulatedCombatTotalStarNotEnough	20115004 Rank requirement not met
20115005	SimulatedCombatStarRewardHadGot	20115005 Rank reward already claimed
20115006	SimulatedCombatCanNotFindPointRewardConfig	20115006 Points reward configuration not found
20115007	SimulatedCombatTotalPointNotEnough	20115007 Points requirement not met
20115008	SimulatedCombatPointRewardHadGot	20115008 Points reward already claimed
20115009	SimulatedCombatCanNotFindFunctionStageConfig	20115009 Gameplay stage configuration not found
20115010	SimulatedCombatCanNotFindStageChallengeConfig	20115010 Stage challenge configuration not found
20115011	SimulatedCombatCanNotFindStageMemberConfig	20115011 Stage member configuration not found
20115012	SimulatedCombatMemberIsNullOrEmpty	20115012 You need to purchase at least one member
20115013	SimulatedCombatMaxMemberLimit	20115013 You can only purchase up to 3 members
20115014	SimulatedCombatNormalTypeMinMemberLimit	20115014 You must purchase 3 members to form a team
20115015	SimulatedCombatCanNotFindStageAdditionConfig	20115015 Stage bonus configuration not found
20115016	SimulatedCombatWrongConsumeType	20115016 Incorrect consumable type
20115017	SimulatedCombatCanNotFindMemberConfig	20115017 Stage member configuration not found
20115018	SimulatedCombatCanNotFindAdditionConfig	20115018 Bonus configuration not found
20115019	SimulatedCombatPreFightCacheDoNotExist	20115019 You have not purchased any member
20115020	SimulatedCombatStarCacheDoNotExist	20115020 No clear reward to claim
20115021	SimulatedCombatStageStarRewardDoNotExist	20115021 Stage star reward does not exist
20115022	SimulatedCombatStageStarRewardDailyLimit	20115022 Daily claim limit reached
20115023	SimulatedCombatFightNpcIsNullOrEmpty	20115023 Character deployed cannot be empty
20115024	SimulatedCombatRepeatedCharacter	20115024 Cannot deploy the same character again
20115025	SimulatedCombatMemberConfigDoNotExist	20115025 Member configuration not found
20115026	SimulatedCombatRobotNotInMembers	20115026 You have not purchased the character to deploy
20115027	SimulatedCombatChallengeModeWrongConsume	20115027 Only basic currency can be used in challenge mode
20115028	SimulatedCombatChallengeStageIsNotTheSameAsBuy	20115028 Challenge stage does not match the stage you purchase members for
20115029	SimulatedCombatWrongChallengeIdCount	20115029 Identical challenge exceeding the limit
20115030	SimulatedCombatWrongMemberIdCount	20115030 Identical member exceeding the limit
20115031	SimulatedCombatWrongAdditionIdCount	20115031 Identical bonus exceeding the limit
20116001	CollectWordsCanNotGiveToSelf	Cannot send the character to yourself
20116002	CollectWordsCanNotFoundWord	Character not found
20116003	CollectWordsNotRequestWord	Requested character not set
20116004	CollectWordsCanNotRequestWord	Unable to request this character
20116005	CollectWordsCanNotGiveWord	Unable to send this character to others
20116006	CollectWordsActivityNotOpen	Event is not available at this time
20116007	CollectWordsRequestWordTooFast	Request in cooldown. Please try again later
20116008	CollectWordsWordNotEnough	Insufficient characters. Unable to send
20116009	CollectWordsCantGiveToStranger	The player is not your friend or fellow Command Bureau member. Unable to send
20116010	CollectWordsGiftBoxIsEmpty	No character available for claim in the package
20116011	CollectWordsGiftBoxIsFull	The other player cannot receive any more characters
20116012	CollectWordsIsNotFriend	Unable to send request: The player is not your friend
20116013	CollectWordsTodayCanNotRecv	You cannot claim any more today
20116014	CollectWordsOthersRequestListFulled	Unable to send request: The player's request received list is full
20116015	CollectWordsPlayerNotInGuild	Unable to request from Command Bureau members: You are not in a Command Bureau
20116016	CollectWordsNoRewardCanGet	No rewards available to claim
20116017	CollectWordsNoGetRewardTimes	All rewards have been claimed
20116018	CollectWordsRequestNotExist	Request message expired. Unable to send
20116019	CollectWordsGiveWordToQuick	Sending character in cooldown. Please try again later
20116020	SmashEggsActivityNotOpen	Event is not available at this time
20116021	SmashEggsEggIsBroken	Unable to hammer the Fortune Giver: The Fortune Giver here has disappeared
20116022	SmashEggsGetActivityInfoFail	Failed to retrieve event info
20116023	SmashEggsBuffItemNotEnough	Insufficient item. Unable to select
20116024	SmashEggsBuffItemCanOnlyUseOneType	You can only use one of this type of bonus item
20116025	SmashEggsTodayRewardIsGot	Today's rewards have already been collected
20116026	SmashEggsThisStageNoReward	No rewards available to claim
20116027	SmashEggsScoreNotEnough	You do not meet the points target today and cannot claim any rewards
20116028	SmashEggsCurrentScoreIsZero	You don't have any points to redeem
20116029	SmashEggsCurrentScoreIsMax	You have reached the points limit and cannot earn any more points. Tap to convert points into Lucky Money
20117001	WhiteValentinesDayActivityNotOpen	This event is not available yet
20117002	WhiteValentinesDayActivityCoinNotEnough	Insufficient items. You cannot wander around
20117003	WhiteValentinesDayActivityInviteCountNotEnough	Insufficient invites. Try to think of a solution
20117004	WhiteValentinesDayActivityRoleCfgNotExit	Event configured character does not exist
20117005	WhiteValentinesDayActivityLocationNotOpen	This location is not available yet. Explore the previous location first
20117006	WhiteValentinesDayActivityLocationCfgLose	Location configuration error. Check the map
20117007	WhiteValentinesDayActivityEventCfgLose	Event configuration error. This is unlikely to happen here
20117008	WhiteValentinesDayActivityEventRankCfgLose	Event level not configured. It can't work out like this
20117009	WhiteValentinesDayActivityEventOnWorking	Event in progress
20117010	WhiteValentinesDayActivityEnergyNotEnough	Insufficient stamina. Try again later
20117011	WhiteValentinesDayActivityRoleNotActive	You haven't met this character yet. Walk around and try your luck
20117012	WhiteValentinesDayActivityRoleOnEvent	This character is busy
20117013	WhiteValentinesDayActivityEventAlreadyFinish	Event completed. Good job
20117014	WhiteValentinesDayActivityEventNoteDispatch	This event is not published yet
20117015	WhiteValentinesDayActivityRandomEventCfgLose	There is no event in this location. You can only wander around
20117016	WhiteValentinesDayActivityAttrTypeNotMatch	Character type does not match the event and cannot earn the bonus
20117017	WhiteValentinesDayActivityCfgLose	Event has disappeared
20117018	WhiteValentinesDayActivityRoleAlredyActive	You can move with this character now
20118001	MoeWarNotInVotingPeriod	Outside of voting period
20118002	MoeWarInnerError	20118002 Moe War internal error
20118003	MoeWarPlayerNotFound	20118003 Contestant does not exist
20118004	MoeWarActivityNotOpen	Event is not available yet
20118005	MoeWarServiceUnavailable	20118005 Moe War service is not available
20118006	MoeWarVoteDailyLimit	The number of votes for the partner exceeds the limit
20118007	MoeWarVoteCountWrong	Vote item number error
20118008	MoeWarVoteItemWrong	Vote item id error
20118009	MoeWarVoteTotalDailyLimit	Today's voting limit reached. You cannot vote anymore.
20118010	MoeWarWinGroupNotNeedMatch	20118010 Losers match in progress. Winners cannot participate.
20119001	MoeWarPreparationNotOpen	Event is not available yet
20119002	MoeWarPreparationHadReset	Event has been reset
20119003	MoeWarPreparationCanNotFindActivityTemplate	Event configuration not found
20119004	MoeWarPreparationCanNotFindMatchTemplate	Game configuration not found
20119005	MoeWarPreparationCanNotFindStageTemplate	Stage configuration not found
20119006	MoeWarPreparationCanNotFindActivityGearId	Rank configuration of event not found
20119007	MoeWarPreparationCanNotFindGearTemplate	Rank configuration not found
20119008	MoeWarPreparationCanNotFindHelperTemplate	Helper configuration not found
20119009	MoeWarPreparationCanNotFindMatchHelperTemplate	Helper configuration in current Preparation not found
20119010	MoeWarPreparationCanNotFindQuestionTemplate	Topic configuration not found
20119011	MoeWarPreparationCanNotFindAssistanceTemplate	Unable to find off-site assistant effect configuration
20119012	MoeWarPreparationGearRewardHadGot	Reward has been claimed
20119013	MoeWarPreparationGearRewardNotEnough	Insufficient preparation feedback
20119014	MoeWarPreparationHelperIsNotCommunicating	Helper is not contacted
20119015	MoeWarPreparationHelperCommunicationEnd	Contact over
20119016	MoeWarPreparationAssistanceCountNotEnough	Insufficient number of off-site assistance
20119017	MoeWarPreparationStageDataNotFind	Stage data not found
20119018	MoeWarPreparationCanOnlyOneRoleFight	Only one character can be deployed
20119019	MoeWarPreparationCanOnlySelectHelperCharacter	Character without contact cannot be deployed
20119020	MoeWarPreparationRecruitHelperFinish	Helper has been contacted
20119021	MoeWarPreparationNoWrongAnswer	No error options to exclude
20119022	MoeWarPreparationCanNotSelectExcludeWrongAnswer	Cannot select excluded error answers
20119023	MoeWarPreparationRecruitHelperNotFinish	Helper not recruited
20119024	MoeWarPreparationNotSelectHelper	Character not selected
20119025	MoeWarPreparationMoodValueNotEnough	Insufficient Mood
20119026	MoeWarPreparationMoodValueLimit	Mood limit reached
20119027	MoeWarPreparationGiftNotEnough	Insufficient supplies. Complete preparatory tasks to obtain more
20119028	MoeWarStoreNameplateAlreadyOwn	Nameplate already owned
20119029	MoeWarStoreNameplateAlreadyOwnMoreHigher	Higher level nameplate already owned
20119030	MoeWarStoreCanNotFindTemplate	Item not found in the Festival Shop
20120001	NameplateTemplateNotFound	20120001 Nameplate configuration not found
20120002	NameplateNotAvailable	20120002 Nameplate is not available
20121001	FingerGuessingGameActivityNotOpen	Event is not available yet
20121002	FingerGuessingGameStageNotUnlock	The stage is still locked
20121003	FingerGuessingGameStageIsChallenging	A challenge is already in progress
20121004	FingerGuessingGameStageNoChallenging	You can only choose one card to play
20121005	FingerGuessingGameRoundIsEnd	This round has ended
20121006	FingerGuessingGameNoRobotTrick	Unable to retrieve robot's move list
20121007	FingerGuessingGameCheatingCanNotClose	Cannot turn off once enabled
20121008	FingerGuessingGameTricksNotExist	The card to play does not exist
20121009	FingerGuessingGameStageNotExist	Stage info not found
20121010	FingerGuessingGameActivityInFoError	Error retrieving event info
20121011	FingerGuessingGameCheatingStatusNotChange	Third Eye status error
20122001	PurchasePackageConvertPriceAll	20122001 Price cannot be 0 after deducting gift pack
20123001	FubenReformNotInTime	Modified Instance difficulty mode is inactivated
20123002	FubenReformStageNotActive	Modified instance stages is inactivated
20123003	FubenReformStageCfgLose	Modified instance stages configuration is lost
20123004	FubenReformStageNotInTime	Modified instance stages is not open
20123005	FubenReformStageDifficultyCfgLose	Modified instance difficulty configuration is lost
20123006	FubenReformStageCurDifficultyDbLose	Modified instance stages difficulty File is lost
20123007	FubenReformDifficultyCfgLose	Modified Instance difficulty configuration File is lost
20123008	FubenReformDifficultyNotActive	Modified Instance difficulty is inactivated
20123009	FubenReformEnemyOverMax	Modified instance stage enemy number exceeds the limit
20123010	FubenReformEnemyGroupCfgLose	Modified instance stage enemy group configuration is lost
20123011	FubenReformEnemySourceCfgNotExist	Modified instance stage enemy source configuration does not exist
20123012	FubenReformEnemyDifficultyNotExist	Modified instance stage enemy difficulty does not exist
20123013	FubenReformEnemySourceRepeat	Modified instance stage enemy repeats modification
20123014	FubenReformEnemyNotExistDefault	Enemy source configuration of modification mission stage is lost
20123015	FubenReformEnemySourceCfgLose	Enemy source configuration of modified mission stage is lost
20123016	FubenReformEnemyTargetCfgLose	Target configuration of modified mission stage is lost
20123017	FubenReformEnvCfgLose	Environment configuration of modified mission stage is lost
20123018	FubenReformEnvGroupCfgLose	Environment group configuration of modified mission stage is lost
20123019	FubenReformEnvCfgNotExist	Environment configuration of modified mission stage does not exist
20123020	FubenReformBuffOverMax	Modified mission stage buff exceeds the limit
20123021	FubenReformBuffNotExist	Modified mission stage buff does not exist
20123022	FubenReformBuffCfgLose	Modified instance stage Buff configuration is lost
