Id	Type	Formula	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]	Params[26]	Params[27]	Params[28]	Params[29]	Desc
84102465	10105		21000211																													Unlocks after clearing Side Story Arcade Anima: Alpha No.2
84102466	10105		21000212																													Unlocks after clearing Side Story Arcade Anima: Alpha No.3
84102467	10105		21000213																													Unlocks after clearing Side Story Arcade Anima: Alpha No.4
84102468	10105		21000214																													Unlocks after clearing Side Story Arcade Anima: Alpha No.5
84102469	10105		10210101																													Unlocks after clearing Main Story (Normal) 21-01
84102470	10105		10210102																													Unlocks after clearing Main Story (Normal) 21-02
84102471	10105		10210103																													Unlocks after clearing Main Story (Normal) 21-03
84102472	10105		10210104																													Unlocks after clearing Main Story (Normal) 21-04
84102473	10105		10210106																													Unlocks after clearing Main Story (Normal) 21-06
84102474	10105		10210107																													Unlocks after clearing Main Story (Normal) 21-07
84102475	10105		10210108																													Unlocks after clearing Main Story (Normal) 21-08
84102476	10105		10210109																													Unlocks after clearing Main Story (Normal) 21-09
84102477	10105		10210110																													Unlocks after clearing Main Story (Normal) 21-10
84102478	10105		10210111																													Unlocks after clearing Main Story (Normal) 21-11
84102479	10105		10210112																													Unlocks after clearing Main Story (Normal) 21-12
84102480	10105		10210113																													Unlocks after clearing Main Story (Normal) 21-13
84102481	10105		10210220																													Unlocks after clearing Main Story (Normal) 21-16
84102482	10105		10210122																													Unlocks after clearing Main Story (Normal) 21-17
84102483	10105		10210123																													Unlocks after clearing Main Story (Normal) 21-18
84102484	10105		10210124																													Unlocks after clearing Main Story (Normal) 21-19
84102501	10105		10220214																													Unlocks after clearing Main Story (Normal) 22-20
84102502	10105		10220314																													Unlocks after clearing Main Story (Normal) 22-20
84102503	10105		10220100																													Unlocks after clearing Main Story (Normal) 22-00
84102504	10105		10220101																													Unlocks after clearing Main Story (Normal) 22-01
84102505	10105		10220102																													Unlocks after clearing Main Story (Normal) 22-02
84102506	10105		10220103																													Unlocks after clearing Main Story (Normal) 22-03
84102507	10105		10220104																													Unlocks after clearing Main Story (Normal) 22-04
84102508	10105		10220105																													Unlocks after clearing Main Story (Normal) 22-05
84102509	10105		10220106																													Unlocks after clearing Main Story (Normal) 22-06
84102510	10105		10220206																													Unlocks after clearing Main Story (Normal) 22-07
84102511	10105		10220107																													Unlocks after clearing Main Story (Normal) 22-08
84102512	10105		10220108																													Unlocks after clearing Main Story (Normal) 22-09
84102513	10105		10220109																													Unlocks after clearing Main Story (Normal) 22-10
84102514	10105		10220209																													Unlocks after clearing Main Story (Normal) 22-11
84102515	10105		10220110																													Unlocks after clearing Main Story (Normal) 22-12
84102516	10105		10220111																													Unlocks after clearing Main Story (Normal) 22-13
84102517	10105		10220112																													Unlocks after clearing Main Story (Normal) 22-14
