Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	FastTrading	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
60903	Holy Hymn	A flexible crystal formed from special materials. Use it to obtain items in "Heavenly Gift."	Formed from special materials, this flexible crystal can help to recover dusted oaths and memories. There are divine chants echoing around it, singing hymns of blessing.	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2010002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTic2010002Sp.png	1048580	5	10	99999	99999	1	2022/6/18 8:00	1209600	816	1								20011													
61000	Reinforcing Chip	A data program that can improve the exploration ability of the Connector and unlock new talents.	Loaded with data of many skills, it can unlock the Connector's various abilities.	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon02.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon02.png	8388612	3	10	99999	99999												0														
61001	Battle Support Points	Can be exchanged for various supplies from the shop.	A temporary currency issued by Babylonia for large-scale ground warfare. Can be exchanged for special combat supplies.	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon01.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon01.png	8388612	3	10	99999	99999												0														
61002	Exploration EXP	Represents a squad's performance records. Accumulate EXP to increase exploration rating.		Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon03.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon03.png	8388612	3	10														0														
61003	Stamina	In-depth exploration may significantly consume the Stamina of Connector.	Stamina has a limit and is restored at 5:00 daily. You must consume Stamina to pass certain checks.	Assets/Product/Texture/Image/Iconcurrency/IconConsumeSP.png	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeSPSp.png	8388612	3	10	99999	99999												0														
61101	Cleansing Unit	Removes 1 random negative effect from 1 Connector. Carry limit: 5	Tactical Advice (13): "Might enemies are often feared, but ignoring your own sub-optimal condition can be more fatal."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon07.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon07.png	8388612	3	10	9999	999												0														
61102	Integrated Cleansing Module	Removes all negative effects from 1 Connector. Carry limit: 5	Tactical Advice (27): "Always ensure all squad members engage in their best condition."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon08.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon08.png	8388612	4	10	9999	999												0														
61103	Powered Suit	Increases 1 Connector's Combat ability by 1 within today. Carry limit: 5	Tactical Advice (3): "Do not blindly believe in your strength. It doesn't mean everything."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon09.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon09.png	8388612	3	10	3	999												0														
61104	Powered Suit EX	Increases 1 Connector's Combat ability by 2 within today. Carry limit: 5	Tactical Advice (4): "But absolute power can overwhelm everything!"	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon10.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon10.png	8388612	4	10	3	999												0														
61105	Recon Wingman	Increases 1 Connector's Perception ability by 1 within today. Carry limit: 5	Tactical Advice (5): "Modern wars are essentially wars of intelligence."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon11.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon11.png	8388612	3	10	3	999												0														
61106	Wide-area Recon Wingman	Increases 1 Connector's Perception ability by 2 within today. Carry limit: 5	Tactical Advice (31): "Victory comes from knowing you and your enemy. Loss is often a result of limited vision."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon12.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon12.png	8388612	4	10	3	999												0														
61107	Processing Unit	Increases 1 Connector's Arithmetic ability by 1 within today. Carry limit: 5	Tactical Advice (33): "A calm mind means faster and more accurate decisions."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon13.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon13.png	8388612	3	10	3	999												0														
61108	Overclock Processing Unit	Increases 1 Connector's Arithmetic ability by 2 within today. Carry limit: 5	Tactical Advice (8): "An army's best performance is limited by strategic thinking, while actual tactics lay the necessary foundation in the worst situation."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon14.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon14.png	8388612	4	10	3	999												0														
61201	Energy Potion I	Increases 1 Connector's Combat roll by 3 within 1 round. Carry limit: 10	Tactical Advice (12): "Focus all your available strength is the key when facing a formidable enemy."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon17.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon17.png	8388612	3	10	10	999												0														
61202	Energy Potion II	Increases 1 Connector's Combat roll by 6 within 1 round. Carry limit: 5	Tactical Advice (10): "Always use a familiar weapon if you can. Strange gadgets often lead to quick death."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon20.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon20.png	8388612	4	10	10	999												0														
61203	Energy Potion III	Increases 1 Connector's Combat roll by 9 within 1 round. Carry limit: 3	Tactical Advice (9): "The strength of an individual or an army is limited. Learn to utilize all available resources."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon23.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon23.png	8388612	5	10	10	999												0														
61211	Sensor Enhancing Liquid I	Increases 1 Connector's Perception roll by 3 within 1 round. Carry limit: 10	Tactical Advice (17): "Do not miss any details on the battleground. They may not be able to always save your life, but sometimes they can."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon18.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon18.png	8388612	3	10	10	999												0														
61212	Sensor Enhancing Liquid II	Increases 1 Connector's Perception roll by 6 within 1 round. Carry limit: 5	Tactical Advice (37): "A wise general cherishes precious information, but such information would only bring fear and hesitation to fools."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon21.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon21.png	8388612	4	10	10	999												0														
61213	Sensor Enhancing Liquid III	Increases 1 Connector's Perception roll by 9 within 1 round. Carry limit: 3	Tactical Advice (46): "An ordinary commander reads information. A good commander uses the information. A talented commander would create information."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon24.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon24.png	8388612	5	10	10	999												0														
61221	Processor Amplifier I	Increases 1 Connector's Arithmetic roll by 3 within 1 round. Carry limit: 10	Tactical Advice (23): "Always remember to think before you move."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon19.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon19.png	8388612	3	10	10	999												0														
61222	Processor Amplifier II	Increases one Connector's Arithmetic roll by 6 within 1 round. Carry limit: 5	Tactical Advice (21): "All battles are essentially games. Good strategies often come out better even if they are played late."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon22.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon22.png	8388612	4	10	10	999												0														
61223	Processor Amplifier III	Increases one Connector's Arithmetic roll by 9 within 1 round. Carry limit: 3	Tactical Advice (40): "There is no need to find a perfect solution. The battlefield is always rapidly changing. What's perfect at this moment may kill you in the next second."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon25.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon25.png	8388612	5	10	10	999												0														
61301	Initialization Module	Resets all tactical enhancement modules.	Tactical Advice (20): "Sometimes, emptying yourself and relearning everything can get you completely different answers."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon15.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon15.png	8388612	4	10	5	999												0														
61302	Re-calculation Order	Allows 1 Connector to calculate again.	Tactical Advice (43): "Use the re-calculation order with great caution. It gives you a second chance, but there is no such thing in real wars."	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon16.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon16.png	8388612	4	10	10	999												0														
61501	Data Fragment	Unlocks [Parliament Square] Lv.2 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon01.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon01.png	8388612	5	10	10	999												0														
61502	Security Code	Unlocks [Fragile Relationship] in [Eden 16-B Leisure Module] Lv.1 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon02.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon02.png	8388612	5	10	10	999												0														
61503	Origin of Signals	Unlocks [Eden 16-B Leisure Module] Lv.2 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon03.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon03.png	8388612	5	10	10	999												0														
61504	Lost Mission Record	Unlocks [Dominik Memorial Park] Lv.2 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon07.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon07.png	8388612	5	10	10	999												0														
61505	Electronic Circuit	Removes the blockade on [Babylonia Bridge] Lv.1 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon03.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon03.png	8388612	5	10	10	999												0														
61506	Passcode	Unlocks [Tactical Bridge] Lv.2 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon08.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon08.png	8388612	5	10	10	999												0														
61507	Gestalt Surveillance Record	Unlocks [Tactical Bridge] Lv.3 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon07.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon07.png	8388612	5	10	10	999												0														
61508	Comms Record of Scarab Squad	Unlocks [Dominik Memorial Park] Lv.3 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon07.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon07.png	8388612	5	10	10	999												0														
61509	Lost Defense Data	Removes the blockade on [Tactical Bridge] Lv.2 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon03.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon03.png	8388612	5	10	10	999												0														
61510	Deserted Waypoint	Removes the blockade on [Dominik Memorial Park] Lv.2 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon06.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon06.png	8388612	5	10	10	999												0														
61511	Bait Processor	Removes the blockade on [Dominik Memorial Park] Lv.3 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon01.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon01.png	8388612	5	10	10	999												0														
61512	Binary Jokes Software	Removes the blockade on [Parliament Square] Lv.2 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon07.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon07.png	8388612	5	10	10	999												0														
61513	Unknown Data Backup	Unlocks [Parliament Square] Lv.3 Area		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon03.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon03.png	8388612	5	10	10	999												0														
61521	Damaged Memory Shell	Removes the blockade on [Zone A Forgotten Streets] Residential District		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon05.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon05.png	8388612	5	10	10	999												0														
61522	Mini Storage Terminal	Removes the blockade on [Zone A Forgotten Streets] Residential District		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon03.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon03.png	8388612	5	10	10	999												0														
61523	Data Collection Terminal	Removes the blockade on [Zone A Forgotten Streets] Residential District		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon10.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon10.png	8388612	5	10	10	999												0														
61524	Key Card	Removes the blockade on [Zone A Forgotten Streets] Residential District		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon02.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon02.png	8388612	5	10	10	999												0														
61525	Data Chip	Removes the blockade on [Zone A Forgotten Streets] Residential District		Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon04.png	Assets/Product/Texture/Image/UiTRPG/Trpggoodsicon04.png	8388612	5	10	10	999												0														
61526	Shopping Street Map	Removes the blockade on [Zone B Business District Ruins] 1st Street		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon06.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon06.png	8388612	5	10	10	999												0														
61527	Remaining Clue 1	Removes the blockade on [Zone B Business District Ruins] 1st Street		Assets/Product/Texture/Image/UiTRPG/Trpgtesticon09.png	Assets/Product/Texture/Image/UiTRPG/Trpgtesticon09.png	8388612	5	10	10	999												0														
