Id	Cvs[1]	Cvs[2]	Cvs[3]	Cvs[4]	CvContent[1]	CvContent[2]	CvContent[3]	CvContent[4]
100001885	0	200001885	0	0	Jeez, you got me worried for a second, Commandant.	Jeez, you got me worried for a second, Commandant.	Jeez, you got me worried for a second, Commandant.	Jeez, you got me worried for a second, Commandant.
100001886	0	200001886	0	0	I'll take your word for it, then.	I'll take your word for it, then.	I'll take your word for it, then.	I'll take your word for it, then.
100001887	0	200001887	0	0	And sorry for always being so nagging, but being Purifying Force's captain, I just know that there will come a day when I'll have to...	And sorry for always being so nagging, but being Purifying Force's captain, I just know that there will come a day when I'll have to...	And sorry for always being so nagging, but being Purifying Force's captain, I just know that there will come a day when I'll have to...	And sorry for always being so nagging, but being Purifying Force's captain, I just know that there will come a day when I'll have to...
100001888	0	200001888	0	0	Right, which is why I want to make every moment count.	Right, which is why I want to make every moment count.	Right, which is why I want to make every moment count.	Right, which is why I want to make every moment count.
100001889	0	200001889	0	0	Yup.	Yup.	Yup.	Yup.
100001890	0	200001890	0	0	How can the lily answer where to best stay? Please don't lie just to make me feel better.	How can the lily answer where to best stay? Please don't lie just to make me feel better.	How can the lily answer where to best stay? Please don't lie just to make me feel better.	How can the lily answer where to best stay? Please don't lie just to make me feel better.
100001891	100001891	200001891	300001891	400001891	Want to see some card tricks?	Want to see some card tricks?	Want to see some card tricks?	Want to see some card tricks?
100001892	100001892	200001892	300001892	400001892	Straightforwardness is not attractive.	Straightforwardness is not attractive.	Straightforwardness is not attractive.	Straightforwardness is not attractive.
100001893	100001893	200001893	300001893	400001893	Playing hard-to-get can make you more attractive.	Playing hard-to-get can make you more attractive.	Playing hard-to-get can make you more attractive.	Playing hard-to-get can make you more attractive.
100001894	100001894	200001894	300001894	400001894	Yawn... Boring.	Yawn... Boring.	Yawn... Boring.	Yawn... Boring.
100001895	100001895	200001895	300001895	400001895	Hehehe, a long-awaited bet.	Hehehe, a long-awaited bet.	Hehehe, a long-awaited bet.	Hehehe, a long-awaited bet.
100001896	100001896	200001896	300001896	400001896	Let's cut open our Memories and communicate with the Signal Orbs!	Let's cut open our Memories and communicate with the Signal Orbs!	Let's cut open our Memories and communicate with the Signal Orbs!	Let's cut open our Memories and communicate with the Signal Orbs!
100001897	100001897	200001897	300001897	400001897	Now I have your "heart."	Now I have your "heart."	Now I have your "heart."	Now I have your "heart."
100001898	100001898	200001898	300001898	400001898	Now you've seen all my thoughts. Know me better now?	Now you've seen all my thoughts. Know me better now?	Now you've seen all my thoughts. Know me better now?	Now you've seen all my thoughts. Know me better now?
100001899	100001899	200001899	300001899	400001899	Crazy Laughter	Crazy Laughter	Crazy Laughter	Crazy Laughter
100001900	100001900	200001900	300001900	400001900	Regular Laughter	Regular Laughter	Regular Laughter	Regular Laughter
100001901	100001901	200001901	300001901	400001901	Regular Laughter	Regular Laughter	Regular Laughter	Regular Laughter
100001902	100001902	200001902	300001902	400001902	Regular Laughter	Regular Laughter	Regular Laughter	Regular Laughter
100001903	100001903	200001903	300001903	400001903	Regular Laughter	Regular Laughter	Regular Laughter	Regular Laughter
100001904	100001904	200001904	300001904	400001904	Regular Laughter	Regular Laughter	Regular Laughter	Regular Laughter
100001905	100001905	200001905	300001905	400001905	Regular Laughter	Regular Laughter	Regular Laughter	Regular Laughter
